airport_id,airport_name,city_id
WWR,West Woodward,WWR
WWS,USAF Heliport,WWS
WWT,Newtok,WWT
WWY,West Wyalong,WWY
WXN,Wanxian Airport,WXN
WYA,Whyalla Airport,WYA
WYB,SPB,WYB
WYE,Yengema,WYE
WYN,Wyndham,WYN
WYS,Yellowstone Airport,WYS
WZY,Paradise Island Seaplane Base,NAS
XAL,Alamos,XAL
XAP,Chapeco Airport,XAP
XAR,Aribinda,XAR
XAU,Saul,XAU
XAY,Xayabury,XAY
XBB,Blubber Bay,XBB
XBE,Bearskin Lake,XBE
XBG,Bogande,XBG
XBJ,Birjand Airport,XBJ
XBL,Buno Bedelle,XBL
XBN,Biniguni,XBN
XBO,Boulsa,XBO
XBR,Brockville,XBR
XBW,Killineq,XBW
XCH,Christmas Island Airport,XCH
XCL,Cluff Lake,XCL
XCM,Chatham,XCM
XCN,Coron Airport,XCN
XCO,Colac,XCO
XCR,Chalons Vatry Airport,PAR
XDE,Diebougou,XDE
XDJ,Djibo,XDJ
XDV,Pr. George Railway,YXS
XDY,Sudbury Jct Railway,YSB
XEA,Vancouver Railway.,YVR
XEN,Xingcheng,XEN
XEO,Harbour,XEO
XEQ,Harbour,XEQ
XER,Strasbourg Bus Service,SXB
XES,Lake Geneva Aire Estates Airport,XES
XEX,Aerogare,PAR
XEZ,Sodertalje S Railway,JSO
XFA,Lille Flanders RailwaySv,LIL
XFN,Xiangyang Airport,XFN
XFW,Hamburg Finkenwerder Airport,HAM
XFY,Sainte-Foy Railway,YQB
XFZ,Charny,YQB
XGA,Gaoua,XGA
XGB,Gare Montparnasse,PAR
XGG,Gorom-Gorom,XGG
XGL,Granville Lake,XGL
XGN,Xangongo,XGN
XGR,Kangiqsualujjuaq Airport,XGR
XHN,Guillemins,LGG
XHW,Alice Springs Railway,ASP
XHX,Adelaide Keswick Railway,ADL
XIC,Xichang Airport,XIC
XIE,Xienglom,XIE
XIG,Xinguara,XIG
XIJ,Ahmed Al Jaber,XIJ
XIK,Milan Centrale Railway Station,MIL
XIL,Xilinhot Airport,XIL
XIN,Xingning,XIN
XIQ,Harbour,XIQ
XIX,Porta Nuova Railway,VRN
XIY,Xianyang International Airport,SIA
XJD,Al Udeid AB,XJD
XJE,Railway Service,SKS
XJG,Darwin Railway,DRW
XJS,Kitzbuehl Railway,XJS
XKA,Kantchari,XKA
XKC,Sandnes Railway,XKC
XKH,Xieng Khouang Airport,XKH
XKO,Kemano,XKO
XKS,Kasabonika,XKS
XKY,Kaya,XKY
XLB,Lac Brochet,XLB
XLF,Leaf Bay,XLF
XLJ,Quebec Stn. Railway,YQB
XLM,St Lambert Railway,YMQ
XLO,Long Xuyen,XLO
XLS,St Louis,XLS
XLU,Leo,XLU
XLW,Lemwerder,XLW
XMA,Maramag,XMA
XMC,Mallacoota,XMC
XMD,Madison,XMD
XMG,Mahendranagar,XMG
XMH,Manihi,XMH
XMI,Masasi,XMI
XML,Minlaton,XML
XMN,Xiamen Gaoqi International Airport,XMN
XMP,Macmillan Pass,XMP
XMS,Macas,XMS
XMY,Yam Island,XMY
XNA,Northwest Arkansas Regional,FYV
XNG,Quang Ngai,XNG
XNN,Xining Airport,XNN
XNT,Xingtai,XNT
XNU,Nouna,XNU
XPA,Pama,XPA
XPG,Gare du Nord Railway,PAR
XPJ,Montpellier Railway,MPL
XPK,Pukatawagan,XPK
XPL,Coronel Enrique Soto Cano AB,XPL
XPP,Poplar River,XPP
XPQ,Ferry,XPQ
XPR,Pine Ridge,XPR
XPU,West Kuparuk,XPU
XPZ,Harbour,LTT
XQP,Quepos Airport,XQP
XQU,Qualicum,XQU
XRF,Marseille Railway,MRS
XRH,Richmond AFB,XRH
XRJ,Termini Railway.,ROM
XRK,Paveletskiy Railway.,MOW
XRR,Ross River,XRR
XRY,Jerez Airport,XRY
XSC,International,XSC
XSD,Test Range,TPH
XSE,Sebba,XSE
XSI,South Indian Lake,XSI
XSM,St Marys,XSM
XSO,Siocon,XSO
XSP,Seletar,SIN
XTG,Thargomindah,XTG
XTL,Tadoule Lake,XTL
XTO,Taroom,XTO
XTR,Tara,XTR
XTT,Etoile,PAR
XUV,Storekvina Railway,XUV
XUW,Storen Railway,XUW
XUZ,Xuzhou Guanyin Airport,XUZ
XVL,Vinh Long,XVL
XVQ,Santa Lucia Railway,VCE
XVY,Mestre Railway.,VCE
XWC,Vienna Central Station,VIE
XWK,Karlskrona RailwaySvc.,RNB
XWP,Hassleholm,XWP
XWQ,Enkoping,XWQ
XWW,Westbahnhof Railway,VIE
XWZ,Nykoping,XWZ
XXA,Alvesta,XXA
XXK,Katrineholm,XXK
XXU,Hedemora,XXU
XYA,Yandina,XYA
XYB,Borlange Railway,BLE
XYC,Herrljunga,XYC
XYD,Lyon Part-Dieu,LYS
XYE,Ye,XYE
XYH,Helsingborg Railway,AGH
XYI,Flen,XYI
XYL,Lyon Perrache RailwaySvc,LYS
XYM,Falkenberg Railway,XYM
XYN,Kristinehamn Railway,XYN
XYO,Karlshamn,XYO
XYP,Avesta Krylbo,XYP
XYQ,Angelholm Railway,AGH
XYR,Yellow River,XYR
XYU,Solvesborg,XYU
XYX,Sala,XYX
XZA,Zabre,XZA
XZF,Dammam Port,DMM
XZN,Avignon Railway,AVN
YAA,Anahim Lake,YAA
YAB,Arctic Bay,YAB
YAC,Cat Lake,YAC
YAD,Moose Lake,YAD
YAE,Alta Lake,YAE
YAF,Asbestos Hill,YAF
YAG,Fort Frances Municipal Airport,YAG
YAH,Lagrande 4,YAH
YAI,Chillan,YAI
YAJ,Lyall Harbour,YAJ
YAK,Yakutat Airport,YAK
YAL,Alert Bay,YAL
YAM,Sault Ste. Marie Airport,YAM
YAN,Yangambi,YAN
YAO,Yaounde Airport,YAO
YAP,Yap International Airport,YAP
YAQ,Maple Bay,YAQ
YAR,Lagrande 3,YAR
YAS,Yasawa Island,YAS
YAT,Attawapiskat,YAT
YAU,Kattiniq/donaldson,YAU
YAV,Miners Bay,YAV
YAW,Shearwater,YHZ
YAX,Angling Lake Airport,YAX
YAY,St Anthony,YAY
YAZ,Tofino Airport,YAZ
YBA,Banff,YBA
YBB,Kugaaruk,YBB
YBC,Baie-Comeau Airport,YBC
YBD,New Westminster,YBD
YBE,Uranium City,YBE
YBF,Bamfield,YBF
YBG,Saguenay-Bagotville Airport,YBG
YBH,Bull Harbour,YBH
YBI,Black Tickle,YBI
YBJ,Baie Johan Beetz,YBJ
YBK,Baker Lake,YBK
YBL,Campbell River Airport,YBL
YBM,Bronson Creek,YBM
YBN,Borden,YBN
YBO,Bob Quinn Lake,YBO
YBP,Yibin Caiba Airport,YBP
YBQ,Telegraph Harbour,YBQ
YBR,Brandon Municipal Airport,YBR
YBS,Musselwhite,YBS
YBT,Brochet,YBT
YBV,Berens River Airport,YBV
YBW,Springbank,YBW
YBX,Blanc Sablon,YBX
YBY,Bonnyville,YBY
YBZ,Toronto Downtown,YTO
YCA,Courtenay,YCA
YCB,Cambridge Bay Airport,YCB
YCC,Regional,YCC
YCE,Centralia,YCE
YCF,Cortes Bay,YCF
YCG,Castlegar Airport,YCG
YCH,Miramichi,YCH
YCI,Caribou Island,YCI
YCJ,Cape St James,YCJ
YCK,Colville Lake,YCK
YCL,Charlo,YCL
YCM,St Catharines,YCM
YCN,Cochrane,YCN
YCO,Kugluktuk Airport,YCO
YCP,Co-op Point,YCP
YCQ,Chetwynd,YCQ
YCR,Cross Lake,YCR
YCS,Chesterfield Inlet,YCS
YCT,Coronation,YCT
YCU,Yuncheng Airport,YCU
YCV,Cartierville,YCV
YCW,Chilliwack Municipalcipal Airport,YCW
YCX,Gagetown,YCX
YCY,Clyde River,YCY
YCZ,Fairmont Hot Springs,YCZ
YDA,Dawson City Airport,YDA
YDB,Burwash Landings,YDB
YDC,Industrial Airport,YDC
YDE,Paradise River,YDE
YDF,Deer Lake Regional Airport,YDF
YDG,Digby,YDG
YDH,Daniels Harbour,YDH
YDI,Davis Inlet,YDI
YDJ,Hatchet Lake,YDJ
YDK,Main Duck Island,YDK
YDL,Dease Lake,YDL
YDN,Dauphin,YDN
YDO,St Methode,YDO
YDP,Nain,YDP
YDQ,Dawson Creek,YDQ
YDR,Broadview,YDR
YDS,Desolation Sound,YDS
YDT,Boundary Bay Airport,YVR
YDU,Kasba Lake,YDU
YDV,Bloodvein,YDV
YDW,Obre Lake,YDW
YDX,Doc Creek,YDX
YEC,Yecheon,YEC
YEG,Edmonton International Airport,YEA
YEI,Yenisehir Airport,YEI
YEK,Arviat,YEK
YEL,Elliot Lake,YEL
YEM,East Manitoulin,YEM
YEN,Estevan,YEN
YEO,Yeovilton,YEO
YEP,Estevan Point,YEP
YEQ,Yenkis,YEQ
YER,Fort Severn,YER
YES,Yasouj,YES
YET,Edson,YET
YEU,Eureka,YEU
YEV,Inuvik Mike Zubko Airport,YEV
YEY,Amos,YEY
YFA,Fort Albany,YFA
YFB,Iqaluit Airport,YFB
YFC,Fredericton International Airport,YFC
YFE,Forestville,YFE
YFG,Fontanges,YFG
YFH,Fort Hope,YFH
YFJ,Snare Lake,YFJ
YFL,Fort Reliance,YFL
YFO,Flin Flon Airport,YFO
YFR,Fort Resolution,YFR
YFS,Fort Simpson,YFS
YFX,Fox Harbour (St Lewis),YFX
YGA,Gagnon,YGA
YGB,Gillies Bay,YGB
YGC,Grande Cache,YGC
YGE,Gorge Harbor,YGE
YGG,Ganges Harbor,YGG
YGH,Fort Good Hope,YGH
YGJ,Miho Airport,YGJ
YGK,Kingston/Norman Rogers Airport,YGK
YGL,La Grande Airport,YGL
YGM,Gimli,YGM
YGN,Greenway Sound,YGN
YGO,Gods Lake Narrows Airport,YGO
YGP,Michel-Pouliot Gaspe Airport,YGP
YGQ,Geraldton,YGQ
YGR,Iles De La Madeleine,YGR
YGS,Germansen,YGS
YGT,Igloolik Airport,YGT
YGV,Havre St Pierre,YGV
YGW,Kuujjuarapik Airport,YGW
YGX,Gillam,YGX
YGY,Deception,YGY
YGZ,Grise Fiord,YGZ
YHA,Port Hope Simpson,YHA
YHB,Hudson Bay,YHB
YHC,Hakai Pass,YHC
YHD,Dryden Regional Airport,YHD
YHE,Hope,YHE
YHF,Hearst,YHF
YHG,Charlottetown,YHG
YHH,Harbor SPB,YBL
YHI,Holman,YHI
YHK,Gjoa Haven Airport,YHK
YHM,Hamilton Airport,YTO
YHN,Hornepayne,YHN
YHO,Hopedale,YHO
YHP,Poplar Hill,YHP
YHR,Chevery,YHR
YHS,Sechelt,YHS
YHT,Haines Junction,YHT
YHU,St. Hubert Airport,YMQ
YHY,Hay River,YHY
YHZ,Halifax Stanfield International Airport,YHZ
YIB,Atikokan,YIB
YIF,Pakuashipi,YIF
YIG,Big Bay Marina,YIG
YIH,Yichang Sanxia Airport,YIH
YIK,Ivujivik,YIK
YIN,Yining Airport,YIN
YIO,Pond Inlet Airport,YIO
YIV,Island Lake Airport,YIV
YIW,Yiwu Airport,YIW
YJF,Fort Liard,YJF
YJN,St Jean,YJN
YJO,Johnny Mountain,YJO
YJP,Jasper-hinton,YJP
YJT,Stephenville,YJT
YKA,Kamloops Airport,YKA
YKC,Collins Bay,YKC
YKD,Township Airport,YKD
YKE,Knee Lake,YKE
YKF,Region of Waterloo International Airport,YKF
YKG,Kangirsuk Airport,YKG
YKI,Kennosao Lake,YKI
YKJ,Key Lake,YKJ
YKK,Kitkatla,YKK
YKL,Schefferville Airport,YKL
YKM,Yakima Air Terminal,YKM
YKN,Chan Gurney,YKN
YKQ,Waskaganish Airport,YKQ
YKS,Yakutsk Airport,YKS
YKT,Klemtu,YKT
YKU,Chisasibi,YKU
YKX,Kirkland Lake,YKX
YKY,Kindersley,YKY
YKZ,Buttonville Municipalcipal,YTO
YLA,Langara,YLA
YLB,Lac Biche,YLB
YLC,Kimmirut,YLC
YLD,Chapleau,YLD
YLE,Wha Ti,YLE
YLF,LaForges,YLF
YLG,Yalgoo,YLG
YLH,Lansdowne House,YLH
YLI,Ylivieska,YLI
YLJ,Meadow Lake,YLJ
YLL,Lloydminster,YLL
YLM,Clinton Creek,YLM
YLN,Yilan,YLN
YLO,Shilo,YLO
YLP,Mingan,YLP
YLQ,La Tuque,YLQ
YLR,Leaf Rapids,YLR
YLS,Lebel-Sur-Quevillon,YLS
YLT,Alert,YLT
YLW,Kelowna International Airport,YLW
YLX,Long Point,YLX
YLY,Langley Regional,YLY
YMA,Mayo,YMA
YMB,Merritt,YMB
YMC,Maricourt Airstrip,YMC
YMD,Mould Bay,YMD
YME,Matane,YME
YMF,Montagne Harbor,YMF
YMG,Manitouwadge,YMG
YMI,Minaki,YMI
YMJ,Moose Jaw / Air Vice Marshal C. M. Mcewen Airport,YMJ
YML,Charlevoix,YML
YMM,Fort McMurray International Airport,YMM
YMN,Makkovik Airport,YMN
YMO,Moosonee,YMO
YMP,Port McNeil,YMP
YMR,Merry Island,YMR
YMS,Yurimaguas,YMS
YMT,Chibougamau Airport,YMT
YMW,Maniwaki,YMW
YMX,Mirabel International Airport,YMQ
YNA,Natashquan,YNA
YNB,Yanbu Airport,YNB
YNC,Wemindji,YNC
YND,Gatineau Airport,YOW
YNE,Norway House Airport,YNE
YNF,Deer Lake/Stephenville,YNF
YNG,Youngstown,YNG
YNI,Nitchequon,YNI
YNJ,Yanji Chaoyangchuan Airport,YNJ
YNK,Nootka Sound,YNK
YNL,Points North Landing,YNL
YNM,Matagami,YNM
YNN,Yandi,YNN
YNO,North Spirit Lake,YNO
YNP,Natuashish Airport,YNP
YNR,Arnes,YNR
YNS,Nemiscau Airport,YNS
YNT,Yantai Laishan International Airport,YNT
YNY,Yangyang Airport,YNY
YNZ,Yancheng Nanyang International Airport,YNZ
YOA,Ekati,YOA
YOC,Old Crow,YOC
YOD,Cold Lake,YOD
YOE,Falher,YOE
YOG,Ogoki,YOG
YOH,Oxford House,YOH
YOJ,Footner Lake Airport,YOJ
YOK,Yokohama,YOK
YOL,Yola Airport,YOL
YOO,Oshawa,QWA
YOP,Rainbow Lake,YOP
YOS,Billy Bishop Regional,YOS
YOT,Yotvata,YOT
YOW,Ottawa/Macdonald-Cartier International Airport,YOW
YOY,Valcartier,YOY
YPA,Glass Field,YPA
YPB,Port Alberni,YPB
YPC,Paulatuk,YPC
YPD,Parry Sound,YPD
YPE,Peace River,YPE
YPF,Esquimalt,YPF
YPG,Portage La Prairie,YPG
YPH,Inukjuak,YPH
YPI,Port Simpson,YPI
YPJ,Aupaluk Airport,YPJ
YPL,Pickle Lake,YPL
YPM,Pikangikum,YPM
YPN,Port Menier,YPN
YPO,Peawanuck,YPO
YPP,Pine Point,YPP
YPQ,Peterborough,YPQ
YPR,Digby Island Airport,YPR
YPS,Port Hawkesbury,YPS
YPT,Pender Harbor,YPT
YPW,Powell River,YPW
YPX,Puvirnituq,YPX
YPY,Fort Chipewyan Airport,YPY
YPZ,Burns Lake,YPZ
YQA,Muskoka,YQA
YQB,Quebec City Jean Lesage International Airport,YQB
YQC,Quaqtaq,YQC
YQD,Clearwater,YQD
YQE,Kimberley,YQE
YQF,Red Deer Regional Airport,YQF
YQG,Windsor International Airport,YQG
YQH,Watson Lake,YQH
YQI,Yarmouth,YQI
YQK,Kenora Airport,YQK
YQL,Lethbridge Airport,YQL
YQM,Greater Moncton International Airport,YQM
YQN,Nakina,YQN
YQQ,Comox Airport,YQQ
YQR,Regina International Airport,YQR
YQS,Pembroke Area Municipalcipal,YQS
YQT,Thunder Bay International Airport,YQT
YQU,Grande Prairie Airport,YQU
YQV,Yorkton,YQV
YQW,North Battleford,YQW
YQX,Gander International Airport,YQX
YQY,Sydney Airport,YQY
YQZ,Quesnel Airport,YQZ
YRA,Rae Lakes,YRA
YRB,Resolute Bay Airport,YRB
YRD,Dean River,YRD
YRE,Resolution Island,YRE
YRF,Cartwright,YRF
YRG,Rigolet,YRG
YRI,Riviere Du Loup,YRI
YRJ,Roberval,YRJ
YRL,Red Lake Airport,YRL
YRM,Rocky Mountain House,YRM
YRN,Rivers Inlet,YRN
YRO,Rockcliffe St,YOW
YRQ,Trois-Rivieres,YRQ
YRR,Stuart Island,YRR
YRS,Red Sucker Lake,YRS
YRT,Rankin Inlet Airport,YRT
YRV,Revelstoke,YRV
YSA,Sable Island,YSA
YSB,Sudbury Airport,YSB
YSC,Sherbrooke,YSC
YSD,Suffield,YSD
YSE,Squamish,YSE
YSF,Stony Rapids,YSF
YSG,Lutselke,YSG
YSH,Smith Falls,YSH
YSI,Sans Souci,YSI
YSJ,Saint John Airport,YSJ
YSK,Sanikiluaq Airport,YSK
YSL,St Leonard,YSL
YSM,Fort Smith Airport,YSM
YSN,Salmon Arm,YSN
YSO,Postville Airport,YSO
YSP,Marathon,YSP
YSQ,Spring Island,YSQ
YSR,Nanisivik,YSR
YSS,Slate Island,YSS
YST,Ste Therese Point,YST
YSU,Summerside,YSU
YSV,Saglek,YSV
YSX,Shearwater,YSX
YSY,Sachs Harbour,YSY
YSZ,Squirrel Cove,YSZ
YTA,Pembroke And Area Airport,YTA
YTB,Hartley Bay,YTB
YTC,Sturdee,YTC
YTD,Thicket Portage,YTD
YTE,Cape Dorset,YTE
YTF,Alma,YTF
YTG,Sullivan Bay,YTG
YTH,Thompson,YTH
YTI,Triple Island,YTI
YTJ,Terrace Bay,YTJ
YTK,Tulugak,YTK
YTL,Big Trout,YTL
YTM,La Macaza,YTM
YTN,Riviere Au Tonnerre,YTN
YTP,Seaplane Base,YAZ
YTQ,Tasiujuaq Airport,YTQ
YTR,Trenton,YTR
YTS,Timmins Victor M. Power Airport,YTS
YTT,Tisdale,YTT
YTU,Tasu,YTU
YTX,Telegraph Creek,YTX
YTZ,Toronto City Centre Airport,YTO
YUA,Yuanmou,YUA
YUB,Tuktoyaktuk,YUB
YUD,Umiujaq,YUD
YUE,Yuendumu,YUE
YUL,Montreal-Pierre Elliott Trudeau International Airport,YMQ
YUM,Yuma International Airport,YUM
YUT,Repulse Bay,YUT
YUX,Hall Beach,YUX
YUY,Rouyn-Noranda Airport,YUY
YVA,Iconi,YVA
YVB,Bonaventure,YVB
YVC,La Ronge,YVC
YVD,Yeva,YVD
YVE,Vernon Regional Airport,YVE
YVG,Vermilion,YVG
YVM,Qikiqtarjuaq,YVM
YVO,Val-d'Or Airport,YVO
YVP,Kuujjuaq Airport,YVP
YVQ,Norman Wells,YVQ
YVR,Vancouver International Airport,YVR
YVT,Buffalo Narrows,YVT
YVV,Wiarton/Keppel Airport,YVV
YVZ,Deer Lake,YVZ
YWA,Petawawa,YWA
YWB,Kangiqsujuaq Airport,YWB
YWF,Downtown Waterfront Heliport,YHZ
YWG,Winnipeg James Armstrong Richardson International Airport,YWG
YWH,Victoria Inner Harbour Airport,YYJ
YWJ,Deline,YWJ
YWK,Wabush Airport,YWK
YWL,Williams Lake Airport,YWL
YWM,Williams Harbour,YWM
YWN,Winisk,YWN
YWO,Lupin,YWO
YWP,Webequie,YWP
YWQ,Chute-Des-Passes,YWQ
YWR,White River,YWR
YWS,Whistler,YWS
YWY,Wrigley,YWY
YXC,Canadian Rockies International Airport,YXC
YXD,Edmonton City Centre (Blatchford Field) Airport,YEA
YXE,Saskatoon International Airport,YXE
YXF,Snake River,YXF
YXH,Medicine Hat Regional Airport,YXH
YXI,Killaloe,YXI
YXJ,North Peace Regional Airport,YXJ
YXK,Rimouski,YXK
YXL,Sioux Lookout Airport,YXL
YXN,Whale Cove,YXN
YXP,Pangnirtung Airport,YXP
YXQ,Beaver Creek,YXQ
YXR,Earlton,YXR
YXS,Prince George Airport,YXS
YXT,Northwest Regional Airport,YXT
YXU,London International Airport,YXU
YXX,Abbotsford Airport,YXX
YXY,Whitehorse Airport,YXY
YXZ,Wawa Airport,YXZ
YYA,Big Bay Yacht Club,YYA
YYB,Jack Garland Airport,YYB
YYC,Calgary International Airport,YYC
YYD,Smithers Airport,YYD
YYE,Northern Rockies Regional Airport,YYE
YYF,Penticton Airport,YYF
YYG,Charlottetown Airport,YYG
YYH,Taloyoak,YYH
YYI,Rivers,YYI
YYJ,Victoria International Airport,YYJ
YYL,Lynn Lake,YYL
YYM,Cowley,YYM
YYN,Swift Current,YYN
YYQ,Churchill Airport,YYQ
YYR,Goose Bay Airport,YYR
YYT,St. John's International Airport,YYT
YYU,Kapuskasing Airport,YYU
YYW,Armstrong,YYW
YYY,Mont Joli Airport,YYY
YYZ,Pearson International Airport,YTO
YZA,Ashcroft,YZA
YZC,Beatton River,YZC
YZE,Gore Bay,YZE
YZF,Yellowknife Airport,YZF
YZG,Salluit,YSW
YZH,Slave Lake,YZH
YZM,Buchans,YZM
YZP,Sandspit Airport,YZP
YZR,Sarnia Airport,YZR
YZS,Coral Harbour Airport,YZS
YZT,Port Hardy Airport,YZT
YZU,Whitecourt,YZU
YZV,Sept-Iles Airport,YZV
YZW,Teslin,YZW
YZX,Greenwood,YZX
YZZ,Trail Regional Airport,YZZ
ZAA,Alice Arm,ZAA
ZAC,York Landing,ZAC
ZAD,Zadar Airport,ZAD
ZAG,Zagreb International Airport,ZAG
ZAH,Zahedan Airport,ZAH
ZAJ,Zaranj,ZAJ
ZAL,Pichoy Airport,ZAL
ZAM,Zamboanga International Airport,ZAM
ZAO,Laberandie,ZAO
ZAR,Zaria,ZAR
ZAS,Shunde Ferry,ZAS
ZAT,Zhaotong Airport,ZAT
ZAU,Sachsen Railway,ZAU
ZAX,Pan Yu Ferry,ZAX
ZAY,De Keyserlei Bus Station,ANR
ZAZ,Zaragoza Airport,ZAZ
ZBD,Jiang Men Ferry,ZBD
ZBE,Dolni Benesov,ZBE
ZBF,Bathurst Airport,ZBF
ZBK,Zabljak,ZBK
ZBL,Biloela,ZBL
ZBM,Bromont,ZBM
ZBO,Bowen,ZBO
ZBP,Baltimore Railway,BWI
ZBR,Chah-Bahar Airport,ZBR
ZBU,Aarhus Limo,AAR
ZBV,Beaver Creek Bus Station,EGE
ZBY,Sayaboury,ZBY
ZBZ,Xin Hui Ferry,ZBZ
ZCA,Tai Shan,ZCA
ZCL,La Calera Airport,ZCL
ZCO,Temuco Airport,ZCO
ZCP,Foshan Ferry,FUO
ZDH,Basel SBB station,EAP
ZDU,ScotRailway,DND
ZEC,Secunda,ZEC
ZEF,Nanhai Ferry,ZEF
ZEG,Senggo,ZEG
ZEL,Bella Bella Airport,ZEL
ZEM,East Main,ZEM
ZEN,Zenag,ZEN
ZEP,Victoria Railway,LON
ZER,Zero,ZER
ZFA,Faro,ZFA
ZFB,Old Fort Bay,ZFB
ZFD,Fond Du Lac,ZFD
ZFJ,Rennes,RNS
ZFL,South Trout Lake,ZFL
ZFM,Fort Mcpherson,ZFM
ZFN,Tulita,ZFN
ZFQ,Gare de Bordeaux,BOD
ZFR,Frankfurt/Oder Railway,ZFR
ZFU,Aruja,ZFU
ZFW,Fairview,ZFW
ZFZ,Buffalo Depew Rr,BUF
ZGA,Gera Railway,ZGA
ZGD,New London Railway,GON
ZGE,Goerlitz Railway,ZGE
ZGF,Grand Forks,ZGF
ZGI,Gods River Airport,ZGI
ZGL,South Galway,ZGL
ZGM,Ngoma,ZGM
ZGN,Zhongshan Ferry Port,ZGN
ZGO,Gotha Railway,ZGO
ZGR,Little Grand Rapids,ZGR
ZGS,Gethsemani,ZGS
ZGU,Gaua,ZGU
ZGW,Greifswald Railway,ZGW
ZGY,Kuching Port,ZGY
ZHA,Zhanjiang Airport,ZHA
ZHC,N Philadelphia RailwaySt,PHL
ZHI,Grenchen,ZHI
ZHM,Shamshernagar,ZHM
ZHP,High Prairie,ZHP
ZHZ,Halle Railway,LEJ
ZIC,Victoria,ZIC
ZIE,Harbour (Eolie Island),ZIE
ZIF,Fallowfield Railway,YOW
ZIG,Ziguinchor,ZIG
ZIH,Ixtapa/Zihuatanejo Internacional Airport,ZIH
ZIP,Harbour (Eolie Island),ZIP
ZIQ,Harbour (Eolie Island),ZIQ
ZIU,Railway,ZUH
ZIV,ScotRailway,INV
ZIY,Lianhuashan Port,ZIY
ZJB,Kuantan Port,ZJB
ZJE,Harbour (Eolie Island),ZJE
ZJG,Jenpeg,ZJG
ZJJ,Harbour,ZJJ
ZJN,Swan River,ZJN
ZJR,Penang Port,ZJR
ZJS,Jena Railway,ZJS
ZJT,Tanjung Pelepas Port,ZJT
ZJX,Harbour (Eolie Island),ZJX
ZJY,Harbour,ZJY
ZKB,Kasaba Bay,ZKB
ZKD,Moscow Leningradsky Railway Station,MOW
ZKE,Kaschechewan,ZKE
ZKG,Kegaska,ZKG
ZKL,Steenkool,ZKL
ZKM,Sette Cama,ZKM
ZLG,El Gouera,ZLG
ZLK,St Petersburg Moskovsky Railway Station,LED
ZLO,Manzanillo Airport,ZLO
ZLT,La Tabatiere,ZLT
ZLW,Pasir Gudang Port,ZLW
ZMD,Sena Madureira,ZMD
ZME,Metropark Railway,EWR
ZMF,Beverello Harbor,NAP
ZMI,Mergellina Railway,NAP
ZMJ,Mergellina Harbour,NAP
ZMK,Bintulu Port,ZMK
ZML,Milwaukee General Mitchell,MKE
ZMM,Zamora,ZMM
ZMS,S.M. Novella Rail.Svc,FLR
ZMT,Masset Airport,ZMT
ZMY,Harbour,ZMY
ZNC,Nyac,ZNC
ZND,Zinder,ZND
ZNE,Newman Airport,ZNE
ZNG,Negginan,ZNG
ZNU,Namu,ZNU
ZNZ,Zanzibar International Airport,ZNZ
ZOF,Ocean Falls,ZOF
ZOS,Canal Bajo Airport,ZOS
ZPB,Sachigo Lake Airport,ZPB
ZPC,Pucon,ZPC
ZPH,Zephyrhills,ZPH
ZPO,Pine House,ZPO
ZQF,Fohren,ZQF
ZQN,Queenstown Airport,ZQN
ZQS,Queen Charlotte Island,ZQS
ZQW,Zweibruecken Airport,SCN
ZRD,Richmond VA Railway,RIC
ZRF,Park & Ride Bus Svc,RMC
ZRH,Zurich Airport,ZRH
ZRI,Serui,ZRI
ZRJ,Round Lake Airport,ZRJ
ZRK,VanGalder Bus Termina,RMC
ZRL,Lancaster Railway,LNS
ZRM,Sarmi,ZRM
ZRP,Pennsylvania Railroad Station,EWR
ZRR,Harbour,ZRR
ZRS,Flexenpass Heliport,ZRS
ZRT,Hartford  Railway,HFD
ZRU,Boston RT128 Railway,BOS
ZRV,Providence Railway,PVD
ZRZ,New Carrolton RR,WAS
ZSA,San Salvador Airport,ZSA
ZSE,St Pierre dela Reunion,ZSE
ZSJ,Sandy Lake,ZSJ
ZSP,St Paul,ZSP
ZSS,Sassandra,ZSS
ZST,Stewart,ZST
ZSU,Dessau Railway,ZSU
ZSW,Seal Cove,YPR
ZTA,Tureira,ZTA
ZTB,Tete-a-La Baleine,ZTB
ZTD,Schenectady Railway,SCH
ZTE,Rochester NY Railway,ROC
ZTH,Zakinthos Airport,ZTH
ZTI,Humen Port,ZTI
ZTJ,Princeton JT Railway,PCT
ZTM,Shamattawa Airport,ZTM
ZTN,Trenton RailwaySTN,PHL
ZTO,Boston South Railway,BOS
ZTR,Zhitomir Airport,ZTR
ZTS,Tahsis,ZTS
ZTT,Cottbus Railway,CBU
ZTY,Boston BKBAY Railway,BOS
ZTZ,Chemnitz Railway,ZTZ
ZUA,Utica N Railway,UCA
ZUC,Ignace,ZUC
ZUD,Ancud,ZUD
ZUG,Harrisburg Railway,HAR
ZUH,Zhuhai Jinwan Airport,ZUH
ZUL,Zilfi,ZUL
ZUM,Churchill Falls,ZUM
ZVA,Miandrivazo,ZVA
ZVE,New Haven Railway,HVN
ZVG,Springvale,ZVG
ZVK,Savannakhet,ZVK
ZVM,Messe-BF Railway Servi,HAJ
ZVR,Hanover Railway,HAJ
ZWA,Andapa,ZWA
ZWB,Williamsburg Railway,PHF
ZWI,Wilmington Railway,ILG
ZWL,Wollaston Lake,ZWL
ZWR,Kota Kinabalu Port,ZWR
